year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
2016,"Blue-chested Hummingbird",Amazilia amabilis,0,NA,NA
2017,"Blue-chested Hummingbird",Amazilia amabilis,0,78.8,0
2018,"Blue-chested Hummingbird",Amazilia amabilis,0,175.75,0
2019,"Blue-chested Hummingbird",Amazilia amabilis,0,182,0
1994,"Blue-tailed Hummingbird",Amazilia cyanura,0,184,0
1995,"Blue-tailed Hummingbird",Amazilia cyanura,0,190,0
1996,"Blue-tailed Hummingbird",Amazilia cyanura,0,310,0
1997,"Blue-tailed Hummingbird",Amazilia cyanura,0,218,0
1998,"Blue-tailed Hummingbird",Amazilia cyanura,0,145,0
1999,"Blue-tailed Hummingbird",Amazilia cyanura,1,147,0.006802721088435374
2000,"Blue-tailed Hummingbird",Amazilia cyanura,0,164,0
2001,"Blue-tailed Hummingbird",Amazilia cyanura,0,257,0
2002,"Blue-tailed Hummingbird",Amazilia cyanura,0,241,0
2003,"Blue-tailed Hummingbird",Amazilia cyanura,0,236,0
2004,"Blue-tailed Hummingbird",Amazilia cyanura,1,200,0.005
2005,"Blue-tailed Hummingbird",Amazilia cyanura,0,177,0
2006,"Blue-tailed Hummingbird",Amazilia cyanura,0,236.5,0
2007,"Blue-tailed Hummingbird",Amazilia cyanura,0,326,0
2008,"Blue-tailed Hummingbird",Amazilia cyanura,0,251,0
2009,"Blue-tailed Hummingbird",Amazilia cyanura,1,252,0.003968253968253968
2010,"Blue-tailed Hummingbird",Amazilia cyanura,0,198,0
2011,"Blue-tailed Hummingbird",Amazilia cyanura,0,170,0
2012,"Blue-tailed Hummingbird",Amazilia cyanura,0,100.5,0
2013,"Blue-tailed Hummingbird",Amazilia cyanura,0,169.75,0
2014,"Blue-tailed Hummingbird",Amazilia cyanura,1,265.5,0.003766478342749529
2015,"Blue-tailed Hummingbird",Amazilia cyanura,0,162.5,0
2016,"Blue-tailed Hummingbird",Amazilia cyanura,0,NA,NA
2017,"Blue-tailed Hummingbird",Amazilia cyanura,0,78.8,0
2018,"Blue-tailed Hummingbird",Amazilia cyanura,1,175.75,0.005689900426742532
2019,"Blue-tailed Hummingbird",Amazilia cyanura,1,182,0.005494505494505495
1994,"Steely-vented Hummingbird",Amazilia saucerottei,1,184,0.005434782608695652
1995,"Steely-vented Hummingbird",Amazilia saucerottei,20,190,0.10526315789473684
1996,"Steely-vented Hummingbird",Amazilia saucerottei,13,310,0.041935483870967745
1997,"Steely-vented Hummingbird",Amazilia saucerottei,6,218,0.027522935779816515
1998,"Steely-vented Hummingbird",Amazilia saucerottei,6,145,0.041379310344827586
1999,"Steely-vented Hummingbird",Amazilia saucerottei,14,147,0.09523809523809523
2000,"Steely-vented Hummingbird",Amazilia saucerottei,15,164,0.09146341463414634
2001,"Steely-vented Hummingbird",Amazilia saucerottei,26,257,0.10116731517509728
2002,"Steely-vented Hummingbird",Amazilia saucerottei,23,241,0.0954356846473029
2003,"Steely-vented Hummingbird",Amazilia saucerottei,16,236,0.06779661016949153
2004,"Steely-vented Hummingbird",Amazilia saucerottei,6,200,0.03
2005,"Steely-vented Hummingbird",Amazilia saucerottei,20,177,0.11299435028248588
2006,"Steely-vented Hummingbird",Amazilia saucerottei,25,236.5,0.10570824524312897
2007,"Steely-vented Hummingbird",Amazilia saucerottei,23,326,0.0705521472392638
2008,"Steely-vented Hummingbird",Amazilia saucerottei,12,251,0.04780876494023904
2009,"Steely-vented Hummingbird",Amazilia saucerottei,10,252,0.03968253968253968
2010,"Steely-vented Hummingbird",Amazilia saucerottei,3,198,0.015151515151515152
2011,"Steely-vented Hummingbird",Amazilia saucerottei,13,170,0.07647058823529412
2012,"Steely-vented Hummingbird",Amazilia saucerottei,5,100.5,0.04975124378109453
2013,"Steely-vented Hummingbird",Amazilia saucerottei,11,169.75,0.06480117820324006
2014,"Steely-vented Hummingbird",Amazilia saucerottei,11,265.5,0.04143126177024482
2015,"Steely-vented Hummingbird",Amazilia saucerottei,9,162.5,0.055384615384615386
2016,"Steely-vented Hummingbird",Amazilia saucerottei,22,NA,NA
2017,"Steely-vented Hummingbird",Amazilia saucerottei,10,78.8,0.12690355329949238
2018,"Steely-vented Hummingbird",Amazilia saucerottei,2,175.75,0.011379800853485065
2019,"Steely-vented Hummingbird",Amazilia saucerottei,13,182,0.07142857142857142
1994,"Rufous-tailed Hummingbird",Amazilia tzacatl,21,184,0.11413043478260869
1995,"Rufous-tailed Hummingbird",Amazilia tzacatl,35,190,0.18421052631578946
1996,"Rufous-tailed Hummingbird",Amazilia tzacatl,34,310,0.10967741935483871
1997,"Rufous-tailed Hummingbird",Amazilia tzacatl,16,218,0.07339449541284404
1998,"Rufous-tailed Hummingbird",Amazilia tzacatl,23,145,0.15862068965517243
1999,"Rufous-tailed Hummingbird",Amazilia tzacatl,21,147,0.14285714285714285
2000,"Rufous-tailed Hummingbird",Amazilia tzacatl,30,164,0.18292682926829268
2001,"Rufous-tailed Hummingbird",Amazilia tzacatl,52,257,0.20233463035019456
2002,"Rufous-tailed Hummingbird",Amazilia tzacatl,23,241,0.0954356846473029
2003,"Rufous-tailed Hummingbird",Amazilia tzacatl,50,236,0.211864406779661
2004,"Rufous-tailed Hummingbird",Amazilia tzacatl,15,200,0.075
2005,"Rufous-tailed Hummingbird",Amazilia tzacatl,43,177,0.24293785310734464
2006,"Rufous-tailed Hummingbird",Amazilia tzacatl,32,236.5,0.13530655391120508
2007,"Rufous-tailed Hummingbird",Amazilia tzacatl,40,326,0.12269938650306748
2008,"Rufous-tailed Hummingbird",Amazilia tzacatl,21,251,0.08366533864541832
2009,"Rufous-tailed Hummingbird",Amazilia tzacatl,23,252,0.09126984126984126
2010,"Rufous-tailed Hummingbird",Amazilia tzacatl,20,198,0.10101010101010101
2011,"Rufous-tailed Hummingbird",Amazilia tzacatl,14,170,0.08235294117647059
2012,"Rufous-tailed Hummingbird",Amazilia tzacatl,12,100.5,0.11940298507462686
2013,"Rufous-tailed Hummingbird",Amazilia tzacatl,32,169.75,0.18851251840942562
2014,"Rufous-tailed Hummingbird",Amazilia tzacatl,23,265.5,0.08662900188323917
2015,"Rufous-tailed Hummingbird",Amazilia tzacatl,22,162.5,0.13538461538461538
2016,"Rufous-tailed Hummingbird",Amazilia tzacatl,33,NA,NA
2017,"Rufous-tailed Hummingbird",Amazilia tzacatl,13,78.8,0.1649746192893401
2018,"Rufous-tailed Hummingbird",Amazilia tzacatl,21,175.75,0.11948790896159317
2019,"Rufous-tailed Hummingbird",Amazilia tzacatl,40,182,0.21978021978021978
1994,"Cinnamon Hummingbird",Amazilia rutila,0,184,0
1995,"Cinnamon Hummingbird",Amazilia rutila,1,190,0.005263157894736842
1996,"Cinnamon Hummingbird",Amazilia rutila,7,310,0.02258064516129032
1997,"Cinnamon Hummingbird",Amazilia rutila,4,218,0.01834862385321101
1998,"Cinnamon Hummingbird",Amazilia rutila,3,145,0.020689655172413793
1999,"Cinnamon Hummingbird",Amazilia rutila,3,147,0.02040816326530612
2000,"Cinnamon Hummingbird",Amazilia rutila,7,164,0.042682926829268296
2001,"Cinnamon Hummingbird",Amazilia rutila,8,257,0.0311284046692607
2002,"Cinnamon Hummingbird",Amazilia rutila,2,241,0.008298755186721992
2003,"Cinnamon Hummingbird",Amazilia rutila,2,236,0.00847457627118644
2004,"Cinnamon Hummingbird",Amazilia rutila,4,200,0.02
2005,"Cinnamon Hummingbird",Amazilia rutila,0,177,0
2006,"Cinnamon Hummingbird",Amazilia rutila,3,236.5,0.012684989429175475
2007,"Cinnamon Hummingbird",Amazilia rutila,2,326,0.006134969325153374
2008,"Cinnamon Hummingbird",Amazilia rutila,6,251,0.02390438247011952
2009,"Cinnamon Hummingbird",Amazilia rutila,3,252,0.011904761904761904
2010,"Cinnamon Hummingbird",Amazilia rutila,0,198,0
2011,"Cinnamon Hummingbird",Amazilia rutila,1,170,0.0058823529411764705
2012,"Cinnamon Hummingbird",Amazilia rutila,0,100.5,0
2013,"Cinnamon Hummingbird",Amazilia rutila,0,169.75,0
2014,"Cinnamon Hummingbird",Amazilia rutila,0,265.5,0
2015,"Cinnamon Hummingbird",Amazilia rutila,0,162.5,0
2016,"Cinnamon Hummingbird",Amazilia rutila,1,NA,NA
2017,"Cinnamon Hummingbird",Amazilia rutila,0,78.8,0
2018,"Cinnamon Hummingbird",Amazilia rutila,0,175.75,0
2019,"Cinnamon Hummingbird",Amazilia rutila,0,182,0
1994,"Blue-throated Goldentail",Hylocharis eliciae,0,184,0
1995,"Blue-throated Goldentail",Hylocharis eliciae,0,190,0
1996,"Blue-throated Goldentail",Hylocharis eliciae,0,310,0
1997,"Blue-throated Goldentail",Hylocharis eliciae,0,218,0
1998,"Blue-throated Goldentail",Hylocharis eliciae,0,145,0
1999,"Blue-throated Goldentail",Hylocharis eliciae,0,147,0
2000,"Blue-throated Goldentail",Hylocharis eliciae,0,164,0
2001,"Blue-throated Goldentail",Hylocharis eliciae,0,257,0
2002,"Blue-throated Goldentail",Hylocharis eliciae,0,241,0
2003,"Blue-throated Goldentail",Hylocharis eliciae,0,236,0
2004,"Blue-throated Goldentail",Hylocharis eliciae,0,200,0
2005,"Blue-throated Goldentail",Hylocharis eliciae,0,177,0
2006,"Blue-throated Goldentail",Hylocharis eliciae,0,236.5,0
2007,"Blue-throated Goldentail",Hylocharis eliciae,0,326,0
2008,"Blue-throated Goldentail",Hylocharis eliciae,0,251,0
2009,"Blue-throated Goldentail",Hylocharis eliciae,0,252,0
2010,"Blue-throated Goldentail",Hylocharis eliciae,1,198,0.005050505050505051
2011,"Blue-throated Goldentail",Hylocharis eliciae,0,170,0
2012,"Blue-throated Goldentail",Hylocharis eliciae,4,100.5,0.03980099502487562
2013,"Blue-throated Goldentail",Hylocharis eliciae,0,169.75,0
2014,"Blue-throated Goldentail",Hylocharis eliciae,0,265.5,0
2015,"Blue-throated Goldentail",Hylocharis eliciae,0,162.5,0
2016,"Blue-throated Goldentail",Hylocharis eliciae,7,NA,NA
2017,"Blue-throated Goldentail",Hylocharis eliciae,2,78.8,0.025380710659898477
2018,"Blue-throated Goldentail",Hylocharis eliciae,1,175.75,0.005689900426742532
2019,"Blue-throated Goldentail",Hylocharis eliciae,1,182,0.005494505494505495
1994,"Resplendent Quetzal",Pharomachrus mocinno,10,184,0.05434782608695652
1995,"Resplendent Quetzal",Pharomachrus mocinno,2,190,0.010526315789473684
1996,"Resplendent Quetzal",Pharomachrus mocinno,10,310,0.03225806451612903
1997,"Resplendent Quetzal",Pharomachrus mocinno,8,218,0.03669724770642202
1998,"Resplendent Quetzal",Pharomachrus mocinno,6,145,0.041379310344827586
1999,"Resplendent Quetzal",Pharomachrus mocinno,3,147,0.02040816326530612
2000,"Resplendent Quetzal",Pharomachrus mocinno,1,164,0.006097560975609756
2001,"Resplendent Quetzal",Pharomachrus mocinno,3,257,0.011673151750972763
2002,"Resplendent Quetzal",Pharomachrus mocinno,2,241,0.008298755186721992
2003,"Resplendent Quetzal",Pharomachrus mocinno,3,236,0.012711864406779662
2004,"Resplendent Quetzal",Pharomachrus mocinno,2,200,0.01
2005,"Resplendent Quetzal",Pharomachrus mocinno,7,177,0.03954802259887006
2006,"Resplendent Quetzal",Pharomachrus mocinno,10,236.5,0.042283298097251586
2007,"Resplendent Quetzal",Pharomachrus mocinno,11,326,0.03374233128834356
2008,"Resplendent Quetzal",Pharomachrus mocinno,1,251,0.00398406374501992
2009,"Resplendent Quetzal",Pharomachrus mocinno,8,252,0.031746031746031744
2010,"Resplendent Quetzal",Pharomachrus mocinno,3,198,0.015151515151515152
2011,"Resplendent Quetzal",Pharomachrus mocinno,2,170,0.011764705882352941
2012,"Resplendent Quetzal",Pharomachrus mocinno,4,100.5,0.03980099502487562
2013,"Resplendent Quetzal",Pharomachrus mocinno,11,169.75,0.06480117820324006
2014,"Resplendent Quetzal",Pharomachrus mocinno,7,265.5,0.026365348399246705
2015,"Resplendent Quetzal",Pharomachrus mocinno,4,162.5,0.024615384615384615
2016,"Resplendent Quetzal",Pharomachrus mocinno,1,NA,NA
2017,"Resplendent Quetzal",Pharomachrus mocinno,2,78.8,0.025380710659898477
2018,"Resplendent Quetzal",Pharomachrus mocinno,7,175.75,0.03982930298719772
2019,"Resplendent Quetzal",Pharomachrus mocinno,5,182,0.027472527472527472
1994,"Lattice-tailed Trogon",Trogon clathratus,0,184,0
1995,"Lattice-tailed Trogon",Trogon clathratus,1,190,0.005263157894736842
1996,"Lattice-tailed Trogon",Trogon clathratus,2,310,0.0064516129032258064
1997,"Lattice-tailed Trogon",Trogon clathratus,0,218,0
1998,"Lattice-tailed Trogon",Trogon clathratus,2,145,0.013793103448275862
1999,"Lattice-tailed Trogon",Trogon clathratus,0,147,0
2000,"Lattice-tailed Trogon",Trogon clathratus,4,164,0.024390243902439025
2001,"Lattice-tailed Trogon",Trogon clathratus,6,257,0.023346303501945526
2002,"Lattice-tailed Trogon",Trogon clathratus,1,241,0.004149377593360996
2003,"Lattice-tailed Trogon",Trogon clathratus,1,236,0.00423728813559322
2004,"Lattice-tailed Trogon",Trogon clathratus,0,200,0
2005,"Lattice-tailed Trogon",Trogon clathratus,0,177,0
2006,"Lattice-tailed Trogon",Trogon clathratus,2,236.5,0.008456659619450317
2007,"Lattice-tailed Trogon",Trogon clathratus,0,326,0
2008,"Lattice-tailed Trogon",Trogon clathratus,1,251,0.00398406374501992
2009,"Lattice-tailed Trogon",Trogon clathratus,4,252,0.015873015873015872
2010,"Lattice-tailed Trogon",Trogon clathratus,0,198,0
2011,"Lattice-tailed Trogon",Trogon clathratus,0,170,0
2012,"Lattice-tailed Trogon",Trogon clathratus,0,100.5,0
2013,"Lattice-tailed Trogon",Trogon clathratus,0,169.75,0
2014,"Lattice-tailed Trogon",Trogon clathratus,1,265.5,0.003766478342749529
2015,"Lattice-tailed Trogon",Trogon clathratus,0,162.5,0
2016,"Lattice-tailed Trogon",Trogon clathratus,0,NA,NA
2017,"Lattice-tailed Trogon",Trogon clathratus,0,78.8,0
2018,"Lattice-tailed Trogon",Trogon clathratus,0,175.75,0
2019,"Lattice-tailed Trogon",Trogon clathratus,0,182,0
1994,"Slaty-tailed Trogon",Trogon massena,1,184,0.005434782608695652
1995,"Slaty-tailed Trogon",Trogon massena,5,190,0.02631578947368421
1996,"Slaty-tailed Trogon",Trogon massena,1,310,0.0032258064516129032
1997,"Slaty-tailed Trogon",Trogon massena,0,218,0
1998,"Slaty-tailed Trogon",Trogon massena,0,145,0
1999,"Slaty-tailed Trogon",Trogon massena,2,147,0.013605442176870748
2000,"Slaty-tailed Trogon",Trogon massena,0,164,0
2001,"Slaty-tailed Trogon",Trogon massena,4,257,0.01556420233463035
2002,"Slaty-tailed Trogon",Trogon massena,3,241,0.012448132780082987
2003,"Slaty-tailed Trogon",Trogon massena,0,236,0
2004,"Slaty-tailed Trogon",Trogon massena,3,200,0.015
2005,"Slaty-tailed Trogon",Trogon massena,2,177,0.011299435028248588
2006,"Slaty-tailed Trogon",Trogon massena,0,236.5,0
2007,"Slaty-tailed Trogon",Trogon massena,0,326,0
2008,"Slaty-tailed Trogon",Trogon massena,0,251,0
2009,"Slaty-tailed Trogon",Trogon massena,3,252,0.011904761904761904
2010,"Slaty-tailed Trogon",Trogon massena,0,198,0
2011,"Slaty-tailed Trogon",Trogon massena,1,170,0.0058823529411764705
2012,"Slaty-tailed Trogon",Trogon massena,1,100.5,0.009950248756218905
2013,"Slaty-tailed Trogon",Trogon massena,2,169.75,0.011782032400589101
2014,"Slaty-tailed Trogon",Trogon massena,1,265.5,0.003766478342749529
2015,"Slaty-tailed Trogon",Trogon massena,1,162.5,0.006153846153846154
2016,"Slaty-tailed Trogon",Trogon massena,1,NA,NA
2017,"Slaty-tailed Trogon",Trogon massena,0,78.8,0
2018,"Slaty-tailed Trogon",Trogon massena,0,175.75,0
2019,"Slaty-tailed Trogon",Trogon massena,3,182,0.016483516483516484
1994,"Black-headed Trogon",Trogon melanocephalus,0,184,0
1995,"Black-headed Trogon",Trogon melanocephalus,0,190,0
1996,"Black-headed Trogon",Trogon melanocephalus,0,310,0
1997,"Black-headed Trogon",Trogon melanocephalus,0,218,0
1998,"Black-headed Trogon",Trogon melanocephalus,2,145,0.013793103448275862
1999,"Black-headed Trogon",Trogon melanocephalus,1,147,0.006802721088435374
2000,"Black-headed Trogon",Trogon melanocephalus,0,164,0
2001,"Black-headed Trogon",Trogon melanocephalus,0,257,0
2002,"Black-headed Trogon",Trogon melanocephalus,0,241,0
2003,"Black-headed Trogon",Trogon melanocephalus,0,236,0
2004,"Black-headed Trogon",Trogon melanocephalus,0,200,0
2005,"Black-headed Trogon",Trogon melanocephalus,1,177,0.005649717514124294
2006,"Black-headed Trogon",Trogon melanocephalus,0,236.5,0
2007,"Black-headed Trogon",Trogon melanocephalus,1,326,0.003067484662576687
2008,"Black-headed Trogon",Trogon melanocephalus,0,251,0
2009,"Black-headed Trogon",Trogon melanocephalus,0,252,0
2010,"Black-headed Trogon",Trogon melanocephalus,0,198,0
2011,"Black-headed Trogon",Trogon melanocephalus,3,170,0.01764705882352941
2012,"Black-headed Trogon",Trogon melanocephalus,0,100.5,0
2013,"Black-headed Trogon",Trogon melanocephalus,1,169.75,0.005891016200294551
2014,"Black-headed Trogon",Trogon melanocephalus,0,265.5,0
2015,"Black-headed Trogon",Trogon melanocephalus,0,162.5,0
2016,"Black-headed Trogon",Trogon melanocephalus,1,NA,NA
2017,"Black-headed Trogon",Trogon melanocephalus,0,78.8,0
2018,"Black-headed Trogon",Trogon melanocephalus,0,175.75,0
2019,"Black-headed Trogon",Trogon melanocephalus,1,182,0.005494505494505495
1994,"Gartered Trogon",Trogon caligatus,0,184,0
1995,"Gartered Trogon",Trogon caligatus,0,190,0
1996,"Gartered Trogon",Trogon caligatus,0,310,0
1997,"Gartered Trogon",Trogon caligatus,0,218,0
1998,"Gartered Trogon",Trogon caligatus,0,145,0
1999,"Gartered Trogon",Trogon caligatus,0,147,0
2000,"Gartered Trogon",Trogon caligatus,0,164,0
2001,"Gartered Trogon",Trogon caligatus,0,257,0
2002,"Gartered Trogon",Trogon caligatus,0,241,0
2003,"Gartered Trogon",Trogon caligatus,0,236,0
2004,"Gartered Trogon",Trogon caligatus,0,200,0
2005,"Gartered Trogon",Trogon caligatus,0,177,0
2006,"Gartered Trogon",Trogon caligatus,0,236.5,0
2007,"Gartered Trogon",Trogon caligatus,0,326,0
2008,"Gartered Trogon",Trogon caligatus,0,251,0
2009,"Gartered Trogon",Trogon caligatus,0,252,0
2010,"Gartered Trogon",Trogon caligatus,0,198,0
2011,"Gartered Trogon",Trogon caligatus,0,170,0
2012,"Gartered Trogon",Trogon caligatus,3,100.5,0.029850746268656716
2013,"Gartered Trogon",Trogon caligatus,0,169.75,0
2014,"Gartered Trogon",Trogon caligatus,1,265.5,0.003766478342749529
2015,"Gartered Trogon",Trogon caligatus,2,162.5,0.012307692307692308
2016,"Gartered Trogon",Trogon caligatus,3,NA,NA
2017,"Gartered Trogon",Trogon caligatus,0,78.8,0
2018,"Gartered Trogon",Trogon caligatus,0,175.75,0
2019,"Gartered Trogon",Trogon caligatus,0,182,0
1994,"Guianan Trogon",Trogon violaceus,0,184,0
1995,"Guianan Trogon",Trogon violaceus,3,190,0.015789473684210527
1996,"Guianan Trogon",Trogon violaceus,0,310,0
1997,"Guianan Trogon",Trogon violaceus,0,218,0
1998,"Guianan Trogon",Trogon violaceus,0,145,0
1999,"Guianan Trogon",Trogon violaceus,3,147,0.02040816326530612
2000,"Guianan Trogon",Trogon violaceus,1,164,0.006097560975609756
2001,"Guianan Trogon",Trogon violaceus,2,257,0.007782101167315175
2002,"Guianan Trogon",Trogon violaceus,3,241,0.012448132780082987
2003,"Guianan Trogon",Trogon violaceus,1,236,0.00423728813559322
2004,"Guianan Trogon",Trogon violaceus,1,200,0.005
2005,"Guianan Trogon",Trogon violaceus,2,177,0.011299435028248588
2006,"Guianan Trogon",Trogon violaceus,5,236.5,0.021141649048625793
2007,"Guianan Trogon",Trogon violaceus,4,326,0.012269938650306749
2008,"Guianan Trogon",Trogon violaceus,0,251,0
2009,"Guianan Trogon",Trogon violaceus,0,252,0
2010,"Guianan Trogon",Trogon violaceus,2,198,0.010101010101010102
2011,"Guianan Trogon",Trogon violaceus,3,170,0.01764705882352941
2012,"Guianan Trogon",Trogon violaceus,0,100.5,0
2013,"Guianan Trogon",Trogon violaceus,2,169.75,0.011782032400589101
2014,"Guianan Trogon",Trogon violaceus,0,265.5,0
2015,"Guianan Trogon",Trogon violaceus,0,162.5,0
2016,"Guianan Trogon",Trogon violaceus,0,NA,NA
2017,"Guianan Trogon",Trogon violaceus,0,78.8,0
2018,"Guianan Trogon",Trogon violaceus,0,175.75,0
2019,"Guianan Trogon",Trogon violaceus,0,182,0
1994,"Black-throated Trogon",Trogon rufus,1,184,0.005434782608695652
1995,"Black-throated Trogon",Trogon rufus,0,190,0
1996,"Black-throated Trogon",Trogon rufus,0,310,0
1997,"Black-throated Trogon",Trogon rufus,0,218,0
1998,"Black-throated Trogon",Trogon rufus,0,145,0
1999,"Black-throated Trogon",Trogon rufus,0,147,0
2000,"Black-throated Trogon",Trogon rufus,1,164,0.006097560975609756
2001,"Black-throated Trogon",Trogon rufus,0,257,0
2002,"Black-throated Trogon",Trogon rufus,2,241,0.008298755186721992
2003,"Black-throated Trogon",Trogon rufus,2,236,0.00847457627118644
2004,"Black-throated Trogon",Trogon rufus,0,200,0
2005,"Black-throated Trogon",Trogon rufus,1,177,0.005649717514124294
2006,"Black-throated Trogon",Trogon rufus,0,236.5,0
2007,"Black-throated Trogon",Trogon rufus,0,326,0
2008,"Black-throated Trogon",Trogon rufus,0,251,0
2009,"Black-throated Trogon",Trogon rufus,2,252,0.007936507936507936
2010,"Black-throated Trogon",Trogon rufus,1,198,0.005050505050505051
2011,"Black-throated Trogon",Trogon rufus,0,170,0
2012,"Black-throated Trogon",Trogon rufus,0,100.5,0
2013,"Black-throated Trogon",Trogon rufus,0,169.75,0
2014,"Black-throated Trogon",Trogon rufus,6,265.5,0.022598870056497175
2015,"Black-throated Trogon",Trogon rufus,0,162.5,0
2016,"Black-throated Trogon",Trogon rufus,1,NA,NA
2017,"Black-throated Trogon",Trogon rufus,0,78.8,0
2018,"Black-throated Trogon",Trogon rufus,0,175.75,0
2019,"Black-throated Trogon",Trogon rufus,1,182,0.005494505494505495
1994,"Orange-bellied Trogon",Trogon aurantiiventris,27,184,0.14673913043478262
1995,"Orange-bellied Trogon",Trogon aurantiiventris,23,190,0.12105263157894737
1996,"Orange-bellied Trogon",Trogon aurantiiventris,19,310,0.06129032258064516
1997,"Orange-bellied Trogon",Trogon aurantiiventris,14,218,0.06422018348623854
1998,"Orange-bellied Trogon",Trogon aurantiiventris,14,145,0.09655172413793103
1999,"Orange-bellied Trogon",Trogon aurantiiventris,16,147,0.10884353741496598
2000,"Orange-bellied Trogon",Trogon aurantiiventris,42,164,0.25609756097560976
2001,"Orange-bellied Trogon",Trogon aurantiiventris,42,257,0.16342412451361868
2002,"Orange-bellied Trogon",Trogon aurantiiventris,36,241,0.14937759336099585
2003,"Orange-bellied Trogon",Trogon aurantiiventris,29,236,0.1228813559322034
2004,"Orange-bellied Trogon",Trogon aurantiiventris,24,200,0.12
2005,"Orange-bellied Trogon",Trogon aurantiiventris,44,177,0.24858757062146894
2006,"Orange-bellied Trogon",Trogon aurantiiventris,30,236.5,0.12684989429175475
2007,"Orange-bellied Trogon",Trogon aurantiiventris,38,326,0.1165644171779141
2008,"Orange-bellied Trogon",Trogon aurantiiventris,25,251,0.099601593625498
2009,"Orange-bellied Trogon",Trogon aurantiiventris,33,252,0.13095238095238096
2010,"Orange-bellied Trogon",Trogon aurantiiventris,18,198,0.09090909090909091
2011,"Orange-bellied Trogon",Trogon aurantiiventris,9,170,0.052941176470588235
2012,"Orange-bellied Trogon",Trogon aurantiiventris,7,100.5,0.06965174129353234
2013,"Orange-bellied Trogon",Trogon aurantiiventris,23,169.75,0.13549337260677466
2014,"Orange-bellied Trogon",Trogon aurantiiventris,41,265.5,0.1544256120527307
2015,"Orange-bellied Trogon",Trogon aurantiiventris,29,162.5,0.17846153846153845
2016,"Orange-bellied Trogon",Trogon aurantiiventris,43,NA,NA
2017,"Orange-bellied Trogon",Trogon aurantiiventris,26,78.8,0.3299492385786802
2018,"Orange-bellied Trogon",Trogon aurantiiventris,24,175.75,0.13655761024182078
2019,"Orange-bellied Trogon",Trogon aurantiiventris,25,182,0.13736263736263737
1994,"Collared Trogon",Trogon collaris,0,184,0
1995,"Collared Trogon",Trogon collaris,0,190,0
1996,"Collared Trogon",Trogon collaris,0,310,0
1997,"Collared Trogon",Trogon collaris,0,218,0
1998,"Collared Trogon",Trogon collaris,0,145,0
1999,"Collared Trogon",Trogon collaris,2,147,0.013605442176870748
2000,"Collared Trogon",Trogon collaris,0,164,0
2001,"Collared Trogon",Trogon collaris,0,257,0
2002,"Collared Trogon",Trogon collaris,3,241,0.012448132780082987
2003,"Collared Trogon",Trogon collaris,0,236,0
2004,"Collared Trogon",Trogon collaris,0,200,0
2005,"Collared Trogon",Trogon collaris,5,177,0.02824858757062147
2006,"Collared Trogon",Trogon collaris,0,236.5,0
2007,"Collared Trogon",Trogon collaris,1,326,0.003067484662576687
2008,"Collared Trogon",Trogon collaris,0,251,0
2009,"Collared Trogon",Trogon collaris,0,252,0
2010,"Collared Trogon",Trogon collaris,1,198,0.005050505050505051
2011,"Collared Trogon",Trogon collaris,2,170,0.011764705882352941
2012,"Collared Trogon",Trogon collaris,0,100.5,0
2013,"Collared Trogon",Trogon collaris,0,169.75,0
2014,"Collared Trogon",Trogon collaris,0,265.5,0
2015,"Collared Trogon",Trogon collaris,0,162.5,0
2016,"Collared Trogon",Trogon collaris,0,NA,NA
2017,"Collared Trogon",Trogon collaris,0,78.8,0
2018,"Collared Trogon",Trogon collaris,0,175.75,0
2019,"Collared Trogon",Trogon collaris,18,182,0.0989010989010989
1994,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,184,0
1995,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,190,0
1996,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,310,0
1997,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,218,0
1998,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,145,0
1999,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,147,0
2000,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,164,0
2001,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,257,0
2002,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,241,0
2003,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,236,0
2004,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,200,0
2005,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,177,0
2006,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,236.5,0
2007,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,326,0
2008,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,251,0
2009,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,252,0
2010,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,198,0
2011,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,170,0
